TANGGAL,TAVG,RH_AVG,RR,FF_AVG,PM25
18-10-2024,30.4,62,0,1,49.45
19-10-2024,29.5,72,0,1,60.02
20-10-2024,29.4,75,0,2,40.02
21-10-2024,30.1,68,0,2,34.45
22-10-2024,31.5,65,0,1,52.05
23-10-2024,31.3,68,0,2,36.28
24-10-2024,30.9,70,0,1,36.72
25-10-2024,29.4,77,40.2,2,44.94
26-10-2024,28.8,77,35,1,32.97
27-10-2024,29.4,78,0,1,30.33
28-10-2024,29.4,76,8888,2,40.13
29-10-2024,30.6,73,8888,1,44.9
30-10-2024,31,68,0,2,51.43
31-10-2024,30,74,0.5,1,51.33
01-11-2024,28.7,79,0,2,66.7
02-11-2024,28.4,79,2,1,55.34
03-11-2024,26.8,86,26,1,33.46
04-11-2024,28.2,81,12,1,31.21
05-11-2024,28.2,83,0.6,2,34.11
06-11-2024,29,74,28,2,28.28
07-11-2024,28.5,80,0,1,59.93
08-11-2024,29.4,78,8888,2,53.83
09-11-2024,28.6,78,0.2,1,54.05
10-11-2024,28,80,4.7,2,39.59
11-11-2024,28.1,82,17,1,38.19
12-11-2024,26.4,89,55.9,1,24.86
13-11-2024,29.6,72,0.6,2,86.46
14-11-2024,30.1,70,0,2,87.86
15-11-2024,28.9,80,0,1,88.74
16-11-2024,27.5,83,16.4,1,99.75
17-11-2024,28.7,79,9.8,1,88.46
18-11-2024,27.1,87,12.5,1,48.33
19-11-2024,28.5,77,0,1,
20-11-2024,28.9,78,38.4,1,25.74
21-11-2024,28.7,82,1.3,1,26.21
22-11-2024,28.3,81,0,1,13.37
23-11-2024,27.9,82,131,1,15.22
24-11-2024,28.4,81,0.7,2,16.27
25-11-2024,28.3,83,67.5,2,23.56
26-11-2024,29.3,80,0,1,29.36
27-11-2024,27.2,87,1,2,22.33
28-11-2024,28.9,75,18.2,1,13.72
29-11-2024,28.6,76,0.8,2,14.06
30-11-2024,30.4,71,0.8,2,13.13
01-12-2024,29.4,73,0.4,3,9.94
02-12-2024,28.7,77,0.2,3,9.55
03-12-2024,26.4,83,1.6,4,4.86
04-12-2024,26.1,86,4,3,7.3
05-12-2024,27.6,84,0.8,3,6.15
06-12-2024,26.7,83,2.6,1,10.93
07-12-2024,27.3,86,0.1,2,49.47
08-12-2024,27.9,84,45.6,1,38.13
09-12-2024,25.6,93,8888,1,25.1
10-12-2024,26.1,89,22.2,4,9.21
11-12-2024,28.9,76,4,2,9.59
12-12-2024,29.2,73,0.2,3,9.99
13-12-2024,30.3,69,0,3,13.8
14-12-2024,28.6,78,0,2,10.66
15-12-2024,28.4,78,9.4,2,9.96
16-12-2024,27.1,85,14.9,2,10.56
17-12-2024,27.7,82,11,2,9.73
18-12-2024,27.7,79,8888,4,8.72
19-12-2024,27.5,86,2,2,6.82
20-12-2024,27.3,82,15,2,
21-12-2024,28.3,81,1,2,
22-12-2024,28.1,84,0.2,2,31.34
23-12-2024,26.1,92,13,1,35.1
24-12-2024,26.8,85,16.6,2,16.21
25-12-2024,27.7,84,8888,2,15.53
26-12-2024,28.4,77,0,2,23.4
27-12-2024,28.7,81,0,3,28.9
28-12-2024,29.9,67,0,3,26.27
29-12-2024,29.2,73,0,2,35.1
30-12-2024,27.3,81,1.7,3,10.08
31-12-2024,28.5,77,8888,2,10.63
01-01-2025,28.3,78,0,2,13.41
02-01-2025,29.4,73,1.2,2,13.07
03-01-2025,28.7,76,0,2,28.24
04-01-2025,28.9,73,0,3,14.27
05-01-2025,29,75,0,3,13.28
06-01-2025,28.2,80,0,1,25.48
07-01-2025,28.5,77,8.8,2,12.02
08-01-2025,28.4,81,1,2,12.78
09-01-2025,27,84,56.6,1,14.04
10-01-2025,28.8,79,5,1,33.32
11-01-2025,27.6,84,9.5,1,23.92
12-01-2025,28,77,8888,2,13.01
13-01-2025,27.7,84,8888,2,13.58
14-01-2025,27.2,88,3.5,2,12.16
15-01-2025,27.2,82,8888,1,12.46
16-01-2025,28.8,78,0,2,13.7
